name,color,line,x,y,w,h,amp_x,lx,x0,fwhm_x,off_x,amp_y,ly,y0,fwhm_y,off_y,smearing,fwhm_x_unsmear,lx_unsmear,x0_unsmear,amp_x_unsmear,l203,l214,l206,X_IMAGE,X_IMAGE_unsmear,Y_IMAGE
2,red,214.0,2001.1327,1938.3562,10.0,20.0,4675.23858155754,6.299999999999999,21.942024037372256,8.028959850325347,8987.638909876725,4086.6514882758283,18.689955545296304,26.789859542697155,6.920618037905119,8975.580578529527,-2.620012059879436,9.018851862080956,6.299999999998679,20.856873009726005,4698.6333333333305,False,True,False,2003.0747240373723,2001.9895730097262,1940.146059542697
3,red,214.0,1861.2461,1892.0662,10.0,20.0,4130.765942305109,6.299999999999545,21.208275392991172,7.907785114839826,8970.68158592533,4036.532340771764,20.180191279798752,29.49917020446394,5.659509366549322,8979.14698541425,-2.2400731443817015,8.166038662076966,6.299999999999624,20.11071590871303,4165.416666666669,False,True,False,1862.4543753929913,1861.356815908713,1896.565370204464
5,red,214.0,1832.1827,1791.7362,10.0,20.0,5097.216666666664,6.299999999999999,18.41616697785923,8.291655001518517,8923.838447168242,5034.639472525338,20.598946358755807,28.694209795294984,6.265734718349622,8931.76458122175,-1.0993149285322104,8.281518821604898,6.2999999999996605,17.919144266879,5097.216666656237,False,True,False,1830.5988669778592,1830.101844266879,1795.430409795295
6,red,214.0,1863.4961,1774.3828,10.0,20.0,4808.27112913699,5.700000000000001,20.098897111492715,7.71115641767087,8999.72521533819,4702.227232917393,20.25716061202791,28.71125964518735,6.297315505175281,8952.089878469225,-2.0865744343477024,6.88423382512697,6.299999999999999,18.892610398472726,5069.183333333332,False,True,False,1863.5949971114928,1862.3887103984728,1778.0940596451874
7,red,214.0,1969.9227,1705.3495,10.0,20.0,5382.519629516006,6.299999999999999,18.48333373133487,6.999719082917774,9013.681483504799,5145.486143955508,19.949095958762587,28.74693248186908,6.025724705560802,9007.514027778969,-1.0852962642397181,6.813364193750103,6.299999999935471,17.97353554074238,5496.999999988324,False,True,False,1968.406033731335,1967.8962355407425,1709.0964324818692
8,red,214.0,1950.2827,1676.5228,10.0,20.0,6025.256756176314,6.299999999999999,20.281941803025468,6.834465928029339,8990.01575433468,5127.33136896189,20.873274009665913,27.372894293817748,5.740699550246698,9022.017918397572,-1.5675985155149124,6.7074575091923725,6.265656562366301,19.50002420502173,6098.749999981838,False,True,False,1950.5646418030256,1949.7827242050216,1678.8956942938178
9,red,214.0,1977.0827,1657.3828,10.0,20.0,5803.529275961598,6.299999999999999,20.253770584553486,6.908431785495367,8992.575027105475,5300.221170464859,19.481936573927946,27.503951954495356,6.636665371509061,8982.761533324066,-1.5410816909366785,6.7679703282695804,6.269554114845516,19.499947838651977,5874.116666623549,False,True,False,1977.3364705845534,1976.5826478386518,1659.8867519544954
10,red,214.0,1790.0661,1625.0928,10.0,20.0,6700.649999999999,6.299999999999999,17.995402364164242,7.731538840014006,8967.471817048783,5998.118493149112,20.372142180761227,27.382971872194176,6.560375309330926,8938.07784852608,-1.0764686957771892,7.6089038469516295,6.299999999999999,17.509316381629738,6700.649999999999,False,True,False,1788.0615023641642,1787.5754163816298,1627.4757718721942
11,red,214.0,1981.3527,1604.9728,10.0,20.0,6175.130681564642,6.299999999999988,19.300439213179903,6.616101084857071,9004.220187304312,5206.589081313923,20.790796001321873,26.600522602438605,5.969511566444084,8986.729497481303,-1.2460710017940915,6.4322117024684955,6.299999999999999,18.69658841992638,6278.083333333329,False,True,False,1980.6531392131799,1980.0492884199264,1606.5733226024386
12,red,214.0,1806.8161,1580.5428,10.0,20.0,6854.753795188482,6.29999999999996,16.502186445019152,7.490106952915681,8927.426622656383,5311.899869156753,20.23608659880971,27.528395542295463,6.42294112612287,8937.054373482411,0.26928946407653287,7.92307887509883,6.2672873214977205,16.499999173050764,5818.229769738546,False,True,False,1803.318286445019,1803.3160991730508,1583.0711955422953
