id,xcentroid,ycentroid,sharpness,roundness1,roundness2,npix,sky,peak,flux,mag,doublons,SIMPLE,BITPIX,NAXIS,NAXIS1,NAXIS2,EXTEND,DATE,IMG,EXPTIME,EMGAIN,PREAMP,VSS,IMNO,IMBURST,SHUTTER,ROS,TEMPDATE,TEMPTIME,TEMP,X_IMAGE,Y_IMAGE,NUMBER,xmask,ymask,Internal-count,FWHM_x,Amplitude_after_stack_x,Offset_after_stack_x,SumPix_x,MaxPix_x,SlitSize_x,Background_x,Background_var_x,X_IMAGE_var,SlitSize_var_x,FWHM_var_x,Amplitude_after_stack_var_x,Offset_after_stack_var_x,FlagFit_x,FWHM_y,Amplitude_after_stack_y,Offset_after_stack_y,SumPix_y,MaxPix_y,SlitSize_y,Background_y,Background_var_y,Y_IMAGE_var,SlitSize_var_y,FWHM_var_y,Amplitude_after_stack_var_y,Offset_after_stack_var_y,FlagFit_y,wavelength,id_slit,redshift
202,611.4626708467999,1053.5930593587682,0.3787747679694665,0.8322029088701723,0.6541357225159621,105.0,0.0,255.70000000000073,4.779331736702677,-1.698417940614212,0,True,-64,2,3216,2069,True,2018-06-12T05:31:34,image000275.fits,20,0,1.77,2,275,10,0,0,06/12/18,05:31:19,-170.81,1673.2433623304369,1060.5930593587682,202,-1.510441809,-1.510441809,23,2.272242684695075,0.45930930508905615,0.04023387075636616,29657.59999999404,1.0,8.206869879245001,0.0390199331762767,0.00044542650702489094,0.0012784367004825383,0.007280556368875975,0.033658876873745656,9.105935639377545e-05,1.3589338525110223e-05,0,49.19704330433644,0.5337608871761905,-0.4323709935582305,-53708307.100000024,1.0,23.99999933161374,nan,nan,1.2737590551702758,18796375.001026306,1198993409.9782746,38143.774203181245,9.913971220680214,0,-1.0,-1,-1.0
203,781.4666696356956,1053.64684079417,0.3439827706168843,0.8373992068659964,0.533628407950061,105.0,0.0,255.20000000000073,4.857551751782768,-1.7160435905464875,0,True,-64,2,3216,2069,True,2018-06-12T05:31:34,image000275.fits,20,0,1.77,2,275,10,0,0,06/12/18,05:31:19,-170.81,1843.3352939550562,1060.64684079417,203,-1.510441809,-1.510441809,23,2.1725609949080242,0.46924787812257684,0.0423063911966906,32226.69999998808,1.0,8.09079374619558,0.04230733914320809,0.0003505493921720386,0.0006691358536048312,0.0037486420295694007,0.015989466619240687,5.065743954796299e-05,7.504257154196538e-06,0,45.85110819158239,0.4682267203463744,-0.31372467293032574,-53714848.80000001,1.0,23.99999729255473,nan,nan,1.1185437181612994,5864821.445143282,390906766.4196088,9217.660783866475,4.1882467516054165,0,-1.0,-1,-1.0
205,252.32279013051507,1087.3394775519685,0.334159322844854,-0.012119539340260001,-0.15706608247259846,105.0,0.0,1783.8999999999996,44.237733850874804,-4.114482178581353,0,True,-64,2,3216,2069,True,2018-06-12T05:31:34,image000275.fits,20,0,1.77,2,275,10,0,0,06/12/18,05:31:19,-170.81,1317.2791301659572,1080.3394775519685,205,-1.7037530799999998,-1.7037530799999998,22,2.514806924681037,0.6167357293727189,0.012691647256563705,645429.6999999881,1.0,6.395614395546822,0.012062196268488428,4.1348174472301425e-05,0.00027274712848158295,0.0020969861487094912,0.011033322142095492,7.700197832895358e-05,2.7923038915185927e-06,0,35.78979792641123,0.3469520692979034,-0.17182721188240088,-100299795.70000002,1.0,23.999999996060325,nan,nan,1.7913215444223545,293647.378754349,23427752.08115034,262.105042047555,0.7316312071434737,0,-1.0,-1,-1.0
206,609.1744853032224,1088.2343445980719,0.411161753022143,0.021493646724995524,-0.16021397985128263,105.0,0.0,264.5,6.118166966586393,-1.9665533120881737,0,True,-64,2,3216,2069,True,2018-06-12T05:31:34,image000275.fits,20,0,1.77,2,275,10,0,0,06/12/18,05:31:19,-170.81,1674.0189828122825,1081.2343445980719,206,-1.7037530799999998,-1.7037530799999998,22,2.414797591018069,0.6191827740700204,0.03566465199123401,30549.19999998808,1.0,6.250870743195341,0.03492736568738236,0.0004608159468668911,0.0009027362584868853,0.006774962306129758,0.033055792337183885,0.000262040988762126,9.207756185798698e-06,0,33.61979394943496,0.27932496631643794,-0.06259223463750285,-101721325.10000002,1.0,23.999964946789294,nan,nan,1.9053285846803842,137672.25909518322,11553436.857421184,80.56901640287208,0.3435516017973521,0,-1.0,-1,-1.0
207,780.2112983927699,1088.2626865118832,0.35716075150136983,-0.0037888105065558464,-0.29532043001916236,105.0,0.0,262.7999999999993,6.533035654311779,-2.0377875709408593,0,True,-64,2,3216,2069,True,2018-06-12T05:31:34,image000275.fits,20,0,1.77,2,275,10,0,0,06/12/18,05:31:19,-170.81,1844.246538963037,1081.2626865118832,207,-1.7037530799999998,-1.7037530799999998,22,2.17256099491927,0.6010665451758685,0.047183278083202676,34174.4999999702,1.0,6.295069197996994,0.04703953117771085,0.000403739801697,0.0007375468759841127,0.004880962948249487,0.019939368052284984,0.0001744906177344995,7.931082007037102e-06,0,35.18316426071115,0.3052565021062604,-0.08405760355716467,-101723669.50000001,1.0,23.999999766913596,nan,nan,1.9120319473582896,249909.49844047366,20212245.95769216,173.19493346311216,0.5434377413630864,0,-1.0,-1,-1.0
210,203.10431274096078,1141.4784823022264,0.30349024678455105,-0.1018814171775635,-0.2260104830409764,105.0,0.0,230.89999999999964,6.627550232937993,-2.0533825702867254,0,True,-64,2,3216,2069,True,2018-06-12T05:31:34,image000275.fits,20,0,1.77,2,275,10,0,0,06/12/18,05:31:19,-170.81,1267.1992625731648,1136.054190486246,210,-2.410834905,-2.410834905,21,2.7976432300844976,0.5936729715688919,0.05899760239148606,-990.6000000238419,1.0,6.398370577344251,0.05771346304693024,0.0006789792819392307,0.0021390118881199813,0.019630408390519622,0.12228091279921971,0.000678856096238686,1.8446359587680828e-05,0,2.1725609949080256,0.16548774907927077,0.07269555117879845,-141257903.20000002,1.0,20.954490023895012,0.07475108501404949,0.0007823691390287047,0.002244244838865641,0.010211731297393082,0.046343945550838324,4.267923374566916e-06,2.8418428556670922e-05,0,0.20619,20,0.6596
211,373.3695810633587,1141.4047421576959,0.2712496572346216,-0.09517416489832119,0.16236786263362488,105.0,0.0,230.0,6.519628812147374,-2.0355571758999433,0,True,-64,2,3216,2069,True,2018-06-12T05:31:34,image000275.fits,20,0,1.77,2,275,10,0,0,06/12/18,05:31:19,-170.81,1437.626987525653,1136.222559789611,211,-2.660721504,-2.660721504,20,2.9859403552349932,0.6156560061804859,0.048612618823931746,-4144.300000011921,1.0,6.222750995887873,0.04713306477024239,0.0005743038598533205,0.0019252705458403978,0.021938160566987965,0.14601362891534655,0.000880631185211341,1.5866504844679577e-05,0,2.1725609949080242,0.1678384681023464,0.05021839451563132,-141257903.20000002,1.0,21.17312990040798,0.05201674388598815,0.0008734609455183091,0.0020162004539299276,0.009167512812316135,0.04119782422213444,3.894901572883451e-06,2.6953576658540747e-05,0,-1.0,-1,-1.0
214,151.71643562902574,1161.531410694565,0.3072229152031563,-0.23225599522299425,-0.2949350243900656,105.0,0.0,217.70000000000073,5.6858458040304365,-1.8869876944154527,0,True,-64,2,3216,2069,True,2018-06-12T05:31:34,image000275.fits,20,0,1.77,2,275,10,0,0,06/12/18,05:31:19,-170.81,1218.934627438538,1154.9515967528355,214,-2.660721504,-2.660721504,20,6.222066338641413,0.4132933246820213,0.044477620756677834,159665.09999999404,1.0,9.999999999999998,0.04687349545150829,0.0006260723265892104,0.018835986592838513,0.6026178724390209,12.06149007027599,0.004471833092096587,0.00010621538171345464,0,2.1725609949080242,0.15278230296091286,0.07109530716506829,-141257903.20000002,1.0,21.21469709163535,0.0714019752123244,0.0014936183034841173,0.004384909159981813,0.0199318431836465,0.09033792521826602,7.007107513908119e-06,4.8857358411840175e-05,0,0.20619,19,0.6566
215,321.66821383277676,1162.3787398748418,0.382463047699865,-0.33980347644243036,-0.4014973630380643,105.0,0.0,223.10000000000036,5.740456280060067,-1.8973660341468122,0,True,-64,2,3216,2069,True,2018-06-12T05:31:34,image000275.fits,20,0,1.77,2,275,10,0,0,06/12/18,05:31:19,-170.81,1389.1315404376942,1156.2226011395642,215,-2.660721504,-2.660721504,20,6.828771671304959,0.4294640457926971,0.043668641609377265,-12959.000000029802,1.0,9.999999999999991,0.04611466114349689,0.0005194829877125593,0.013980109528567798,0.755167994032018,14.483653856894055,0.006056972371671783,7.849067628112882e-05,0,2.399292780269571,0.1624511628326382,0.061050358427389984,-141257903.20000002,1.0,21.28489053218998,0.05826415036109641,0.0011252671339195617,0.002767121005359786,0.012761801318955717,0.06982308038239725,4.7130671830563615e-06,3.216678134619755e-05,0,0.20255,19,0.6566
219,130.56302627100342,1211.3867274987074,0.3380875259333716,-0.0791148139170783,0.10620753078227194,105.0,0.0,1647.8999999999996,42.508042985304655,-4.071177777693771,0,True,-64,2,3216,2069,True,2018-06-12T05:31:34,image000275.fits,20,0,1.77,2,275,10,0,0,06/12/18,05:31:19,-170.81,1192.2789048817604,1206.0906394084527,219,-3.416817793,-3.416817793,19,2.555363062164557,0.6469082119748328,0.011017768310196163,170211.29999998212,1.0,6.167339349894989,0.010341583348403587,5.684126072318028e-05,0.0003294084157362897,0.0027410114530555677,0.014595039829712646,0.0001199618158735145,3.3855571536482984e-06,0,3.366818279365181,0.18660513122457006,0.01179214312455453,-141257903.20000002,1.0,19.96248419581962,0.01210116909863153,3.433220402306608e-05,0.0013755483983870858,0.006841881570122576,0.07228640841088457,2.92284100875231e-06,1.3358281722934308e-05,0,0.21382,18,0.6762
