MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,OTYPE,Z_VALUE,FLUX_V,FLUX_g,FLUX_r,BIBLIO,OTYPE_2,RA_2_A_ICRS_J2000_2000_d,DEC_2_D_ICRS_J2000_2000_d,SCRIPT_NUMBER_ID,Z,url,symbol,coord_x,coord_y,x_mm,y_mm,nuv_mag,slit_width,slit_length,yline_mm,NUV_ned,FUV_ned,spectra
LAMOST J004605.91+032632.2,11.52463,3.44228,7,7,,,0,D,O,2018MNRAS.474.1873W,Galaxy,0.067862,,18.62459945678711,18.052780151367188,2018MNRAS.474.1873W,Galaxy,11.52463,3.44228,1,0.067862,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11.5246300d3.4422800d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.07</a>,circle,-16.754676440379452,0.052730466159596645,-16.569671958835848,0.052148218415922064,0,0.075,0.24,-1.2662597134855205,20.6457,21.2339,None
LEDA 1244880,11.6413,3.09,5,5,,,0,D,O,2003A&A...412...45P,Galaxy,0.091852,,16.967819213867188,16.410009384155273,2018MNRAS.474.1873W|2003A&A...412...45P,Galaxy,11.6413,3.09,1,0.091852,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11.6413000d3.0900000d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.09</a>,circle,-4.969504550762976,-10.454679268545236,-4.925492169721168,-10.362087477364271,0,0.075,0.24,-8.907664538368842,18.828,19.213,None
UCAC4 466-001048,11.96881328465,3.11524281851,14,14,0.019200000911951065,0.010400000028312206,90,A,O,2020yCat.1350....0G,Star,-0.000178,12.123000144958496,12.380999565124512,11.982999801635742,2016ApJS..224....2H|2000AJ....120.2065B,Star,11.96881328465,3.11524281851,1,-0.000178,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11.9688133d3.1152428d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             -0.00</a>,circle,6.545820384081275,-2.5668730804707356,6.496097161070832,-2.5473746532101678,0,0.075,0.24,0.0,16.0475,99.9,None
SDSS J004804.27+030950.8,12.01779224401,3.16410489972,14,14,0.25999999046325684,0.15620000660419464,90,A,O,2020yCat.1350....0G,QSO,1.211359,,19.92099952697754,19.50480079650879,2020ApJS..250....8L|2007ApJ...664...53A,QSO,12.01779224401,3.16410489972,1,1.211359,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=12.0177922d3.1641049d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             1.21</a>,circle,7.308123717663984,0.27444726352904913,7.252168803161737,0.2723459480944149,0,0.075,0.24,-2.372903068291084,19.82,21.05,None
WiggleZ R01J004625120+03050684,11.6047045,3.085206,8,8,,,0,C,O,2018MNRAS.474.4151D,Galaxy,0.7213,,21.65999984741211,21.170000076293945,2018MNRAS.474.4151D,Galaxy,11.6047045,3.085206,1,0.7213,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11.6047045d3.0852060d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.72</a>,circle,-6.214416591971099,-11.408582842243685,-6.156158847854253,-11.301631805067005,0,0.075,0.24,-9.331585132256038,22.7899,99.9,None
WiggleZ R01J004815200+03255890,12.0633715,3.433001,8,8,,,0,C,O,2018MNRAS.474.4151D,Galaxy,0.3095,,21.610000610351562,20.90999984741211,2018MNRAS.474.4151D,Galaxy,12.0633715,3.433001,1,0.3095,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=12.0633715d3.4330010d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.31</a>,circle,3.2619316030509653,11.151399065325656,3.232993846486884,11.052471034094255,0,0.075,0.24,9.179496516234241,22.0691,99.9,None
LAMOST J004810.98+030951.8,12.0457484063588,3.1643894014681,14,14,1.3741999864578247,0.70169997215271,90,C,O,2020yCat.1350....0G,Galaxy,0.106662,,18.61334991455078,17.685630798339844,2018MNRAS.474.1873W,Galaxy,12.0457484063588,3.1643894014681,1,0.106662,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=12.0457484d3.1643894d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.11</a>,circle,8.330657129827028,0.8790061906464248,8.264800329470866,0.8720573348350426,0,0.075,0.24,4.038261232479198,99.9,99.9,None
WiggleZ R01J004556373+03113180,11.4849235,3.19214,8,8,,,0,C,O,2018MNRAS.474.4151D,Galaxy,0.09308,,21.190000534057617,20.579999923706055,2018MNRAS.474.4151D,Galaxy,11.4849235,3.19214,1,0.09308,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11.4849235d3.1921400d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.09</a>,circle,-12.896896386611353,-10.010478975904968,-12.757213287243795,-9.902057950598461,0,0.075,0.24,-8.305699358853493,23.4901,99.9,None
WiggleZ R01J004810675+03310930,12.0445165,3.519222,8,8,,,0,C,O,2018MNRAS.474.4151D,Galaxy,0.59681,,21.780000686645508,21.030000686645508,2018MNRAS.474.4151D,Galaxy,12.0445165,3.519222,1,0.59681,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=12.0445165d3.5192220d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.60</a>,circle,0.7333087800552427,13.927978266716,0.7261530032998065,13.79206621187373,0,0.075,0.24,6.597679358371897,22.7057,99.9,None
LAMOST J004547.25+031721.5,11.44688,3.28931,7,7,,,0,D,O,2018MNRAS.474.1873W,Galaxy,0.068029,,18.318769454956055,17.967239379882812,2018MNRAS.474.1873W,Galaxy,11.44688,3.28931,1,0.068029,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11.4468800d3.2893100d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.07</a>,circle,-16.36310907382544,-7.236281005767328,-16.172829216426067,-7.152133273715492,0,0.075,0.24,-8.45123888150522,19.9885,20.6072,None
LEDA 1251068,11.440977061205,3.3795698657864,14,14,1.7218999862670898,0.9340000152587891,90,C,O,2020yCat.1350....0G,Galaxy,0.062375,,17.317079544067383,16.418649673461914,2018MNRAS.474.1873W|2003A&A...412...45P,Galaxy,11.440977061205,3.3795698657864,1,0.062375,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11.4409771d3.3795699d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.06</a>,circle,-18.49943635991123,-4.0344087903633,-18.27373859525934,-3.9851879909853185,0,0.075,0.24,-5.937798631874313,20.9547,99.9,None
WiggleZ R01J004732820+03400875,11.886787,3.669068,8,8,,,0,C,O,2018MNRAS.474.4151D,Galaxy,0.7659,,21.8799991607666,21.450000762939453,2018MNRAS.474.4151D,Galaxy,11.886787,3.669068,1,0.7659,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11.8867870d3.6690680d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.77</a>,circle,-8.256578513541642,16.099976297182707,-8.15967290839721,15.911014496198115,0,0.075,0.24,21.164326774869412,22.8833,99.9,None
LAMOST J004830.59+031420.4,12.12746,3.239,7,7,,,0,D,O,2018MNRAS.474.1873W,Galaxy,0.09774,,18.116220474243164,17.683269500732422,2018MNRAS.474.1873W,Galaxy,12.12746,3.239,1,0.09774,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=12.1274600d3.2390000d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.10</a>,circle,9.748803289714731,5.3647482187631805,9.663941252623692,5.318048798455349,0,0.075,0.24,7.453023140862237,19.8932,20.0615,None
WiggleZ R01J004714142+03414595,11.8089625,3.696068,8,8,,,0,C,O,2018MNRAS.474.4151D,Galaxy,0.62171,,21.93000030517578,21.059999465942383,2018MNRAS.474.4151D,Galaxy,11.8089625,3.696068,1,0.62171,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11.8089625d3.6960680d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.62</a>,circle,-11.69325810471932,15.442639455380425,-11.547689390811586,15.250394903457527,0,0.075,0.24,9.889041986859766,23.5133,99.9,None
SDSS J004639.65+025826.2,11.66518255786,2.97396227079,14,14,0.21729999780654907,0.12290000170469284,90,A,O,2020yCat.1350....0G,QSO,1.046732,,18.673599243164062,18.422000885009766,2020ApJS..249...17R|2020ApJS..250....8L|2018A&A...613A..51P,QSO,11.66518255786,2.97396227079,1,1.046732,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11.6651826d2.9739623d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             1.05</a>,circle,-1.6224530295074464,-14.224259557990262,-1.6063686110691882,-14.083245341526586,0,0.075,0.24,-10.697479447166973,19.1139,99.9,None
WiggleZ R01J004531834+03181992,11.3826805,3.305506,8,8,,,0,C,O,2018MNRAS.474.4151D,Galaxy,0.61887,,21.84000015258789,20.969999313354492,2018MNRAS.474.4151D,Galaxy,11.3826805,3.305506,1,0.61887,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11.3826805d3.3055060d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.62</a>,circle,-19.07018630791398,-8.001952325843648,-18.817876560169136,-7.896081804171713,0,0.075,0.24,-13.466503651725604,22.4576,99.9,None
LAMOST J004624.86+025836.7,11.60361,2.97688,7,7,,,0,D,O,2018MNRAS.474.1873W,Galaxy,0.092969,,18.318649291992188,17.806570053100586,2018MNRAS.474.1873W,Galaxy,11.60361,2.97688,1,0.092969,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11.6036100d2.9768800d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.09</a>,circle,-3.950867531347104,-15.424566960059193,-3.908842335204235,-15.260496551023163,0,0.075,0.24,-13.676967647759632,20.1127,20.6217,None
WiggleZ R01J004544454+03333548,11.43526,3.559827,8,8,,,0,C,O,2018MNRAS.474.4151D,Galaxy,0.93496,,21.200000762939453,21.06999969482422,2018MNRAS.474.4151D,Galaxy,11.43526,3.559827,1,0.93496,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11.4352600d3.5598270d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.93</a>,circle,-22.54242571530385,2.4890353105694043,-22.21509322565465,2.4528926995069074,0,0.075,0.24,-1.158553031000623,21.7481,99.9,None
WiggleZ R01J004531188+03111709,11.379988,3.188053,8,8,,,0,C,O,2018MNRAS.474.4151D,Galaxy,0.6712,,20.75,20.139999389648438,2018MNRAS.474.4151D,Galaxy,11.379988,3.188053,1,0.6712,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11.3799880d3.1880530d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.67</a>,circle,-16.67226689551539,-12.388849823367938,-16.45075342358276,-12.224247303817082,0,0.075,0.24,-13.942353251042029,22.6244,99.9,None
UCAC4 466-001059,12.12388167265,3.09864621295,14,14,0.02319999970495701,0.013399999588727951,90,A,O,2020yCat.1350....0G,Star,-3.1e-05,11.357999801635742,11.888999938964844,11.013999938964844,2019AJ....158..227G,Star,12.12388167265,3.09864621295,1,-3.1e-05,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=12.1238817d3.0986462d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             -0.00</a>,circle,12.604768921710992,0.1170598589492986,12.488459443974529,0.11597969864307946,0,0.075,0.24,0.0,19.7863,99.9,None
WiggleZ R01J004542202+03335993,11.4258775,3.56662,8,8,,,0,C,O,2018MNRAS.474.4151D,Galaxy,0.59487,,21.549999237060547,20.690000534057617,2018MNRAS.474.4151D,Galaxy,11.4258775,3.56662,1,0.59487,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11.4258775d3.5666200d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.59</a>,circle,-23.03207464841387,2.540355566335574,-22.68989158191669,2.5026139963315117,0,0.075,0.24,-4.834587549443177,22.5083,99.9,None
LEDA 1247643,12.19592822507,3.22072694273,14,14,7.456699848175049,3.1456000804901123,90,C,O,2020yCat.1350....0G,Galaxy,0.10796,,17.506999969482422,16.577999114990234,2019ApJS..244....3D|2003A&A...412...45P,Galaxy,12.19592822507,3.22072694273,1,0.10796,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=12.1959282d3.2207269d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.11</a>,circle,12.656630724524938,6.1466805713085115,12.532475154677439,6.0863845379003,0,0.075,0.24,9.402614882831832,20.4097,99.9,None
LAMOST J004719.96+025354.0,11.83318,2.89834,7,7,,,0,D,O,2018MNRAS.474.1873W,Galaxy,0.106668,,18.599090576171875,17.683439254760742,2018MNRAS.474.1873W,Galaxy,11.83318,2.89834,1,0.106668,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11.8331800d2.8983400d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.11</a>,circle,6.169692321157756,-13.442230615507354,6.1072603598912485,-13.306206843585233,0,0.075,0.24,-10.139309449266413,99.9,99.9,None
WiggleZ R01J004520637+03191641,11.336026,3.321198,8,8,,,0,C,O,2018MNRAS.474.4151D,Galaxy,0.64508,,21.979999542236328,21.1200008392334,2018MNRAS.474.4151D,Galaxy,11.336026,3.321198,1,0.64508,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11.3360260d3.3211980d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.65</a>,circle,-21.12086804786084,-8.413668942954283,-20.81338374321822,-8.291180078455197,0,0.075,0.24,-11.932131263910444,23.4215,99.9,None
WiggleZ R01J004825066+03374111,12.104479,3.628057,8,8,,,0,C,O,2018MNRAS.474.4151D,Galaxy,0.69689,,21.549999237060547,20.850000381469727,2018MNRAS.474.4151D,Galaxy,12.104479,3.628057,1,0.69689,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=12.1044790d3.6280570d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.70</a>,circle,0.6219764035386675,19.212320570262616,0.6142863109702285,18.97478017033865,0,0.075,0.24,19.14786465841755,22.5387,99.9,None
LAMOST J004613.04+025552.3,11.55437,2.93121,7,7,,,0,D,O,2018MNRAS.474.1873W,Galaxy,0.107466,,18.810569763183594,18.039400100708008,2018MNRAS.474.1873W,Galaxy,11.55437,2.93121,1,0.107466,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11.5543700d2.9312100d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.11</a>,circle,-4.7921313497992655,-18.153783732427332,-4.734092945199418,-17.933919841316566,0,0.075,0.24,-14.674787389266367,22.4027,22.4991,None
WiggleZ R01J004628226+03454271,11.6176435,3.761836,8,8,,,0,C,O,2018MNRAS.474.4151D,Galaxy,0.70726,,21.8700008392334,21.049999237060547,2018MNRAS.474.4151D,Galaxy,11.6176435,3.761836,1,0.70726,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11.6176435d3.7618360d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.71</a>,circle,-20.12891824188905,13.805767103497917,-19.81223337749814,13.588563305934404,0,0.075,0.24,14.525043855286196,23.5694,99.9,None
WiggleZ R01J004637125+03464553,11.6547265,3.779285,8,8,,,0,C,O,2018MNRAS.474.4151D,Galaxy,0.60088,,21.389999389648438,20.510000228881836,2018MNRAS.474.4151D,Galaxy,11.6547265,3.779285,1,0.60088,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11.6547265d3.7792850d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.60</a>,circle,-19.13614554101993,15.23592250504663,-18.834352533341715,14.995639274147607,0,0.075,0.24,8.100868811135719,23.5086,99.9,None
WiggleZ R01J004706557+03474959,11.777356,3.797079,8,8,,,0,C,O,2018MNRAS.474.4151D,Galaxy,0.62176,,21.84000015258789,20.93000030517578,2018MNRAS.474.4151D,Galaxy,11.777356,3.797079,1,0.62176,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11.7773560d3.7970790d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.62</a>,circle,-15.004709345375476,18.494582940117812,-14.775027405678497,18.211480376396235,0,0.075,0.24,12.853808250836439,22.7696,99.9,None
WiggleZ R01J004513564+03175826,11.3065555,3.299489,8,8,,,0,C,O,2018MNRAS.474.4151D,Galaxy,0.36041,,21.139999389648438,20.309999465942383,2018MNRAS.474.4151D,Galaxy,11.3065555,3.299489,1,0.36041,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11.3065555d3.2994890d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.36</a>,circle,-21.744063768392998,-9.839424952527581,-21.41043446825592,-9.688454071664236,0,0.075,0.24,-6.784484736915051,22.4487,99.9,None
WiggleZ R01J004811749+03451393,12.0489895,3.753842,8,8,,,0,C,O,2018MNRAS.474.4151D,Galaxy,0.75308,,21.90999984741211,21.290000915527344,2018MNRAS.474.4151D,Galaxy,12.0489895,3.753842,1,0.75308,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=12.0489895d3.7538420d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.75</a>,circle,-4.095924712404945,22.668809961321045,-4.035455203557679,22.334142724796518,0,0.075,0.24,26.643700181334864,22.6766,99.9,None
WiggleZ R01J004906665+03170539,12.2778085,3.284802,8,8,,,0,C,O,2018MNRAS.474.4151D,Galaxy,0.35707,,20.860000610351562,20.1200008392334,2018MNRAS.474.4151D,Galaxy,12.2778085,3.284802,1,0.35707,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=12.2778085d3.2848020d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.36</a>,circle,14.304526026554697,10.248041530081252,14.140415522679685,10.130469563270777,0,0.075,0.24,12.721042856619189,21.7649,99.9,None
WiggleZ R01J004847625+03025671,12.1984765,3.049059,8,8,,,0,C,O,2018MNRAS.474.4151D,Galaxy,0.64233,,21.850000381469727,21.299999237060547,2018MNRAS.474.4151D,Galaxy,12.1984765,3.049059,1,0.64233,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=12.1984765d3.0490590d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.64</a>,circle,16.405044260026028,-0.12441900092939484,16.226729741445,-0.12306662943307908,0,0.075,0.24,-3.9664613219761407,23.015,99.9,None
SDSS J004502.13+031907.4,11.258885,3.318733,7,7,,,0,C,O,2020ApJS..250....8L,QSO,1.268382,,21.900699615478516,21.345199584960938,2020ApJS..250....8L,QSO,11.258885,3.318733,1,1.268382,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11.2588850d3.3187330d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             1.27</a>,circle,-23.907731391883534,-10.14161890951199,-23.503599106923275,-9.97018668301104,0,0.075,0.24,-9.466925468155285,22.4,99.9,None
WiggleZ R01J004820316+02550041,12.084688,2.916753,8,8,,,0,C,O,2018MNRAS.474.4151D,Galaxy,0.10609,,21.5,20.459999084472656,2018MNRAS.474.4151D,Galaxy,12.084688,2.916753,1,0.10609,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=12.0846880d2.9167530d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.11</a>,circle,15.034284067799689,-7.418456988821632,14.868199690871894,-7.3365049782571266,0,0.075,0.24,-4.2364144302650395,23.1501,99.9,None
WiggleZ R01J004859272+03330662,12.247003,3.551811,8,8,,,0,C,O,2018MNRAS.474.4151D,Galaxy,0.75099,,21.59000015258789,21.010000228881836,2018MNRAS.474.4151D,Galaxy,12.247003,3.551811,1,0.75099,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=12.2470030d3.5518110d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.75</a>,circle,7.486410311077349,19.4312400145552,7.386701257575959,19.172441676005306,0,0.075,0.24,23.328142067156918,22.0947,99.9,None
UCAC4 465-001023,11.3701541115371,2.9934505719083,14,14,0.06780000030994415,0.04899999871850014,90,A,O,2018yCat.1345....0G,Star,1.8e-05,11.942000389099121,12.071000099182129,11.85200023651123,2019ApJS..244...11K,Star,11.3701541115371,2.9934505719083,1,1.8e-05,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11.3701541d2.9934506d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.00</a>,circle,-12.897077085147135,-19.77146902331519,-12.701566920801032,-19.47174815380407,0,0.075,0.24,0.0,15.3102,19.8195,None
LAMOST J004501.56+031144.6,11.25653,3.19574,7,7,,,0,D,O,2018MNRAS.474.1873W,Galaxy,0.067939,,17.612030029296875,16.84708023071289,2018MNRAS.474.1873W,Galaxy,11.25653,3.19574,1,0.067939,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11.2565300d3.1957400d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.07</a>,circle,-21.380119924982793,-14.725980497931296,-21.018862922987445,-14.477157592129522,0,0.075,0.24,-15.786665650039359,19.5625,20.3447,None
WiggleZ R01J004542057+03445887,11.4252745,3.749657,8,8,,,0,C,O,2018MNRAS.474.4151D,Galaxy,0.36203,,21.420000076293945,20.6299991607666,2018MNRAS.474.4151D,Galaxy,11.4252745,3.749657,1,0.36203,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11.4252745d3.7496570d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.36</a>,circle,-26.946051910479262,9.275115584676074,-26.43533138046078,9.09932018566453,0,0.075,0.24,12.15529598360814,22.9744,99.9,None
LAMOST J004722.80+024658.9,11.845,2.78305,7,7,,,0,D,O,2018MNRAS.474.1873W,Galaxy,0.092529,,18.18170928955078,17.68025016784668,2018MNRAS.474.1873W,Galaxy,11.845,2.78305,1,0.092529,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11.8450000d2.7830500d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.09</a>,circle,9.057756400031051,-17.440014846250502,8.94351472757827,-17.220051272972007,0,0.075,0.24,-15.687378792517736,20.2448,20.4736,None
WiggleZ R01J004912378+03074457,12.3016105,3.12902,8,8,,,0,C,O,2018MNRAS.474.4151D,Galaxy,0.76367,,21.84000015258789,21.559999465942383,2018MNRAS.474.4151D,Galaxy,12.3016105,3.12902,1,0.76367,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=12.3016105d3.1290200d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.76</a>,circle,18.497155237856223,5.014389717256941,18.26906615270588,4.952557097673596,0,0.075,0.24,10.041706096051861,22.3204,99.9,None
WiggleZ R01J004733062+03530648,11.8877935,3.885106,8,8,,,0,C,O,2018MNRAS.474.4151D,Galaxy,0.31782,,21.469999313354492,20.920000076293945,2018MNRAS.474.4151D,Galaxy,11.8877935,3.885106,1,0.31782,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11.8877935d3.8851060d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.32</a>,circle,-12.81669318234522,24.08340992335924,-12.586715665821462,23.651267035580105,0,0.075,0.24,22.558967686718503,22.3332,99.9,None
LAMOST J004450.15+031607.9,11.20898,3.26887,7,7,,,0,D,O,2018MNRAS.474.1873W,Galaxy,0.095639,,18.433460235595703,17.761920928955078,2018MNRAS.474.1873W,Galaxy,11.20898,3.26887,1,0.095639,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11.2089800d3.2688700d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.10</a>,circle,-24.68486073720882,-13.03897201575767,-24.229035548403083,-12.798197237070887,0,0.075,0.24,-10.906062313578303,20.7507,21.4539,None
SDSS J004624.70+024709.0,11.60293152281,2.78586784291,14,14,0.22030000388622284,0.12870000302791595,90,A,O,2020yCat.1350....0G,QSO,1.19739,,19.10110092163086,18.930299758911133,2020ApJS..249...17R|2020ApJS..250....8L|2018A&A...613A..51P|2007ApJ...664...53A,QSO,11.60293152281,2.78586784291,1,1.19739,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11.6029315d2.7858678d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             1.20</a>,circle,0.08662998160809643,-22.47960257303692,0.08538367974746343,-22.15619986657198,0,0.075,0.24,-25.572743613508468,19.18,19.81,None
