id,xcentroid,ycentroid,sharpness,roundness1,roundness2,npix,sky,peak,flux,mag,doublons,X_IMAGE,Y_IMAGE,NUMBER,xmask,ymask,Internal-count,FWHM_x,Amplitude_after_stack_x,Offset_after_stack_x,SumPix_x,MaxPix_x,SlitSize_x,Background_x,Background_var_x,X_IMAGE_var,SlitSize_var_x,FWHM_var_x,Amplitude_after_stack_var_x,Offset_after_stack_var_x,FlagFit_x,FWHM_y,Amplitude_after_stack_y,Offset_after_stack_y,SumPix_y,MaxPix_y,SlitSize_y,Background_y,Background_var_y,Y_IMAGE_var,SlitSize_var_y,FWHM_var_y,Amplitude_after_stack_var_y,Offset_after_stack_var_y,FlagFit_y,wavelength,id_slit
237,200.243694254492,859.3025663603424,0.278925133746437,-0.05314580242085309,-0.484891129740597,105.0,0.0,188.44999999999982,5.092859798412789,-1.7674043015666103,0,1265.2159923150298,853.1895039031544,237,1.578321,1.578321,24,4.960100739378719,0.478226600812893,0.07994936934145623,182815.85000000894,1.0,7.977644487549247,0.07825349235635785,0.002413971064388151,0.014744142246143755,0.4696860414162125,5.862737684536562,0.007274078599374036,7.994266205680879e-05,0,3.304831714587869,0.15517597948656384,0.0516702883047851,1509.9000000059605,1.0,22.183639172105647,0.051688249400481404,0.0008971874241614013,0.005278918662490516,0.025750605489265724,0.26354083003382683,6.719626283619318e-06,4.7438480035377376e-05,0,-1.0,-1
244,262.50729564120445,870.3877619868133,0.30132988105024333,-0.07634133165538767,-0.7601371969117972,105.0,0.0,202.30000000000018,5.459538133987753,-1.8428897595343523,0,1326.6182883131369,863.8578400377442,244,1.366127,1.366127,OVI 9,3.4881382533016,0.43236442982058343,0.08788849844238364,-33487.44999999553,1.0,8.108179619687832,0.08508675631994689,0.0026054035216842362,0.01058326246774212,0.0944129863395812,0.9272831900470581,0.0010750314189380199,6.626619193761757e-05,0,2.6137651331949727,0.15960228072345112,0.05967890007927944,-50295.94999999553,1.0,22.599291547609834,0.05933867815031458,0.0009122269987930437,0.001968271888560291,0.009157535203060467,0.05936132305630517,2.887645931456772e-06,2.39893718620019e-05,0,0.20619,61
245,433.4611081177394,870.4061737586542,0.3105544930289099,0.006008801625227032,-0.6077028430795439,105.0,0.0,186.60000000000036,4.8148559640174105,-1.7064582494363916,0,1497.7635468808903,864.1427463579947,245,1.366127,1.366127,OVI 9,3.844119819446692,0.43107396719411273,0.09968630589001026,11836.80000000447,1.0,8.097048769763385,0.09902470691564286,0.0032040177136932126,0.014122072842590531,0.15671840040189136,1.7602678448216897,0.001819973366420442,8.062077483212404e-05,0,2.6748485252161287,0.15566546579424007,0.05690824753195162,-82473.14999999106,1.0,22.648436654361422,0.05689028388490344,0.0009353566962242032,0.0027816639337443273,0.012989903631320434,0.08808936349473047,3.825835909805558e-06,3.17966269683314e-05,0,0.20255,61
248,123.33937070774746,881.252864586203,0.35142509561068735,-0.07557244658748474,-0.4286618635237675,105.0,0.0,1542.4000000000005,38.09839999482236,-3.952266842862891,0,1186.23320734492,874.5638368482332,248,1.149408,1.149408,23,2.8467126036586796,0.4957120210742403,0.01606100817287325,431586.25000000745,1.0,7.843349509639434,0.014771023421983387,0.00012328193841352642,0.0007829373161950003,0.00547694793711338,0.037854600633087265,8.576473730893316e-05,7.167023530047278e-06,0,4.48743645927844,0.17672109269763497,0.007805878744901707,17150.05000001192,1.0,22.189820498285194,0.008988860694163563,1.5066179109061395e-05,0.0005375106004924704,0.002855329596029587,0.05287391816462718,8.160614555735058e-07,4.922365611122132e-06,0,0.21382,22
249,476.6634785581132,881.4118339271397,0.4833634382517919,-0.029537526660020616,-0.14361343739158602,105.0,0.0,203.25,4.66563731938985,-1.672277440350558,0,1542.5288362613435,875.2482691927247,249,1.149408,1.149408,23,2.730402135440018,0.4450535818078011,0.08326395663484354,25828.0,1.0,7.684254354403503,0.08414167673324711,0.002263234286839182,0.007224659719456354,0.049411443094625675,0.3156370977214377,0.0006493574166477302,5.294289767545857e-05,0,3.732514397443134,0.15257991200016968,0.09705514314229534,-83775.09999999404,1.0,22.29328198632874,0.09727237504842806,0.0015952324287555068,0.005037775295020745,0.02529812266378795,0.32799276870977456,5.903172554667354e-06,4.01692181809807e-05,0,0.20619,22
250,646.6547755231664,881.4147826635141,0.37113454342703633,-0.055170043950369764,-0.0524290349986543,105.0,0.0,174.5,4.4709489392936,-1.6259992750337238,0,1712.5463556957486,875.4164847465927,250,1.149408,1.149408,23,2.726778143524206,0.4403537619294382,0.078230968770328,-14318.29999998957,1.0,7.771936882997932,0.07853779197645684,0.002510549313172972,0.008179420503162475,0.05525468356175227,0.35306585403954904,0.0006947315849041458,6.02040820752259e-05,0,3.8804316987008582,0.14850777204583834,0.11631201297303258,-79823.69999998808,1.0,22.332799512708235,0.11769262840015447,0.0013740167385709156,0.005312787190650449,0.026953897751517925,0.3768392353374226,5.8161856116738155e-06,3.909691382973299e-05,0,0.20255,22
257,353.815027888258,915.3123751578956,0.3849743147395196,0.2050062391007174,-0.35988893277594924,105.0,0.0,201.94999999999982,4.558889243808945,-1.647147603346044,0,1419.013206072545,909.754349787234,257,0.784486,0.784486,22,4.306240056869426,0.43964789150720085,0.08252855127221052,-40661.29999998957,1.0,8.046365177908884,0.08275673108015076,0.0021645046046186046,0.012541758842192595,0.20321369042790918,2.5187030581434295,0.002559994401310569,6.660502376459509e-05,0,3.4274624190781764,0.17061539208649582,0.054199442416759835,-76434.14999999106,1.0,20.904109022071765,0.05392731535756032,0.0007107580882793643,0.0024650012389758388,0.012226835597288674,0.13400307201564607,4.06767823469753e-06,2.2214162488760756e-05,0,0.20255,21
258,187.33677255223012,916.3767007080547,0.3449408788820696,0.20097068959730685,-0.37048710084970315,105.0,0.0,190.25,5.106061603203896,-1.7702151253529768,0,1249.1824563479174,910.3119510929886,258,0.784486,0.784486,22,3.4875447297868285,0.42150942433436606,0.10076155958989962,201800.20000001043,1.0,8.123156455349005,0.09902877860624133,0.002252269461604171,0.009023811704811245,0.08020233378474272,0.788223105112165,0.000864394445607418,5.392361026573467e-05,0,2.430763637830074,0.1636102341435566,0.05714132695369241,-21829.04999999702,1.0,22.167041195305032,0.058004549987532975,0.0009854149894781036,0.0019395886054083857,0.008933501008763747,0.050268058709702065,3.1778192278735094e-06,2.5147875132988332e-05,0,0.20619,21
259,72.69479538260424,924.264867440589,0.39321985010303573,-0.1498092626635481,-0.09613848617818206,105.0,0.0,1577.3000000000002,40.917324691709766,-4.029768075942774,0,1138.468772333617,917.7252938120936,259,0.601759,0.601759,OVI 8,2.7153291020711623,0.4832891959871862,0.01667788648889033,340404.60000000894,1.0,7.996337529911174,0.01587021579549142,0.0001386459518371783,0.0008409120783457372,0.005513808851820144,0.0351824420907935,7.887199965318614e-05,7.957660849038498e-06,0,4.1707590042091525,0.17431987321922263,0.008969113561568973,65927.30000000447,1.0,22.208907955015516,0.010416926908036493,1.7235692155764405e-05,0.00038733083609911526,0.002008839096447158,0.03228989561940862,5.788206946642135e-07,3.6570874758598728e-06,0,0.21382,60
260,433.0058646972069,924.4284113314657,0.31290631830039073,-0.15106543027994904,-0.6196422610289152,105.0,0.0,205.5,5.221060771055088,-1.794396870634663,0,1495.8302957453823,918.0211081132978,260,0.601759,0.601759,OVI 8,2.6466071173262393,0.45308432834207063,0.08535916584257981,-22157.84999999404,1.0,7.779614192255006,0.08378334009566499,0.0026436595524000723,0.007225889099059613,0.047429304849889414,0.2873479528766033,0.0006300627890666581,5.795926313140002e-05,0,3.0754385864703484,0.15955037740213251,0.06661880008487121,-82831.49999999255,1.0,22.173587117132218,0.06812124615691997,0.0012129138571570558,0.004005912994736706,0.019241418092260647,0.1711984877035514,5.554936032822955e-06,4.0362936955565005e-05,0,0.20619,60
267,578.3520235660068,944.3769011562609,0.34941731491106387,-0.14178692364981588,-0.34937550257974326,105.0,0.0,119.75,3.195318136257197,-1.2612852610425391,0,1640.354659849272,937.9286713259478,267,0.286775,0.286775,OVI 7,2.627917000994452,0.3871204596257396,0.1056680775264627,-20465.34999999404,1.0,8.126498735658947,0.10393722104613934,0.0044364047041006265,0.016690134908366912,0.105111376173597,0.6342374970267906,0.000935638620355958,0.00010807610076086264,0,4.321663090139529,0.1501976821717652,0.10912875676635189,-75467.04999998957,1.0,21.8104716861862,0.10543794405776341,0.0024775892776322324,0.01293368615243694,0.06807511222413065,1.1710803858619439,1.4668429699055596e-05,8.402472863035879e-05,0,0.20619,59
268,748.1443352387585,944.2943250060182,0.2490888360035358,-0.06988822489144793,-0.16714773103801467,105.0,0.0,113.69999999999982,2.9873277017915996,-1.1882071653766637,0,1810.3513614115357,938.0185097723262,268,0.286775,0.286775,OVI 7,2.866110328279737,0.41467261166095354,0.11096997509459938,-57675.25,1.0,7.933111736943606,0.10731292967898026,0.004955829039246048,0.018898742133858643,0.13158789960380776,0.9230376525679352,0.0014090977559714074,0.00012332096869783452,0,4.268562734939059,0.1523761857307984,0.0783431648444548,-75013.79999999702,1.0,22.151057154996526,0.07938664596273516,0.0010949913219569034,0.00865832569596811,0.04525449737856718,0.7606931481472693,9.880940300878957e-06,6.0931959009032055e-05,0,0.20255,59
275,26.3167369175537,990.4511200747309,0.31822003222770995,-0.11253150084335715,-0.43764339494497045,105.0,0.0,224.30000000000018,6.318869325823369,-2.0015984356244663,0,1089.7115861037137,983.4511200747309,275,-0.007602,-0.007602,QSO 1,3.5862075019770465,0.457685465654791,0.17376038486341072,-58759653.099999994,1.0,7.101509490101276,0.17176278999158356,0.003233060661356823,0.013470287852154013,0.1784667740643518,1.6381968436391423,0.003080722046553753,6.92084184796694e-05,0,32.12527671923905,0.28174834941012417,-0.05737679598685184,-58759653.099999994,1.0,23.999998144726828,nan,nan,1.6583669249555957,67193.50221751652,5856112.949009261,40.3737927807615,0.23278701523503736,0,0.20619,68
276,197.83316705757414,990.3507499738037,0.3198495407321552,-0.010753208225005308,-0.3193749522964336,105.0,0.0,196.80000000000018,5.013169136576925,-1.75028089321172,0,1259.5391106126344,983.3507499738037,276,-0.007602,-0.007602,QSO 1,4.022877846158523,0.4819719471796236,0.08508086627276128,358249.0,1.0,7.371754377033299,0.08341214580401268,0.0022130771406146687,0.010162974837260955,0.1774949707283307,1.8571569805675694,0.0032095524099595932,5.6714567353552444e-05,0,34.065813079850045,0.29215790018110865,-0.05605012744546776,3815.7000000029802,1.0,23.99999997066382,nan,nan,1.652400799583436,141578.0309427412,11753667.758777175,90.4143851842396,0.3529388401557075,0,0.20255,68
277,70.59811680453674,997.2447394662562,0.31900991410746926,-0.011875508808768311,-0.09505127959205097,105.0,0.0,209.05000000000018,5.976918617331058,-1.941193356129014,0,1133.2060819807912,990.25855626952,277,-0.226751,-0.226751,21,3.845151645150101,0.572268648552961,0.08137210906764934,30217.75000000745,1.0,6.454110729954313,0.07983698949752208,0.002279605599624078,0.009337100481151177,0.2399098366481511,1.9476285306953547,0.008063159532676752,5.6892289073900095e-05,0,3.3015224020744123,0.15466784271763243,0.04883930715319634,52646.25,1.0,22.501070537392796,0.050509750256585995,0.0005631134185064746,0.006735630866328158,0.03279374119468219,0.33513081529961375,8.363761741705323e-06,6.251568035942065e-05,0,0.20619,20
278,242.00494140946665,997.2358890795576,0.3782617794625272,-0.08705724221275253,-0.0712404584855012,105.0,0.0,206.69999999999982,5.673949779799643,-1.8847137188274048,0,1303.928476907926,990.2358890795576,278,-0.226751,-0.226751,21,5.511509381562359,0.8071046155636501,0.07734664772640155,52909.90000000596,1.0,5.6000000000000005,0.0758407517309618,0.0022932448835034256,0.011771187148814937,6.90118493165868,28.58469665107927,0.5919977906135206,6.279853205817279e-05,0,3.8440293032752626,0.15443151558722468,0.06864127630503152,-11843.44999999553,1.0,21.813444475058905,0.07340583885527281,0.0009803371558900396,0.016923435943003162,0.08595309061655171,1.1787658468752706,2.079449466913863e-05,0.0001273847694917924,0,0.20255,20
288,324.8136982094185,1036.4913818230905,0.3412325945311631,0.13375743871724016,-0.45643962771137375,105.0,0.0,218.85000000000036,5.636644310251254,-1.8775515758880854,0,1390.1647194016616,1030.290446650849,288,-0.765833,-0.765833,LyC 6,3.643489678726495,0.4022874690751707,0.09057866693610175,-29225.09999999404,1.0,8.60441796380252,0.09037111307220083,0.0019237129526863195,0.00880470170479916,0.07639648451184787,0.8259101363783252,0.0006666176361222226,5.2315113402649795e-05,0,2.8061880461791753,0.1496185054526711,0.06624011334278482,-11810402.999999993,1.0,22.85579748676257,0.06528321425755754,0.0006624598999156655,0.0023983110637237812,0.011285212493391397,0.0840564346710549,2.9426389634050905e-06,2.490478734144389e-05,0,0.20255,50
289,184.7368044128717,1044.195910625223,0.39280265031756306,-0.017320027571182835,0.23153310104530012,105.0,0.0,1694.5,37.40741480590323,-3.9323942387977295,0,1250.2954149267428,1038.351416822378,289,-1.002649,-1.002649,20,3.11528179982654,0.48981027038208363,0.01652234447012957,332457.0000000149,1.0,7.923615873719989,0.01546974087019897,9.880903746604453e-05,0.001163981972029489,0.008979467113694191,0.07275007286633235,0.00013540633791572798,9.818815198591265e-06,0,5.777887466292005,0.17121591287332838,0.008563846594612503,-16456317.799999997,1.0,22.637346237864072,0.011344529247718399,2.3789375703776475e-05,0.0012688595269671383,0.007446092150339503,0.2250264695762363,1.7428126410971465e-06,9.65772474535795e-06,0,0.21382,19
